received_time,icao,call_sign,lat,lon,bara_alt,gnss_alt,speed,heading,vertical_rate,speed_type,unix_time
2019-11-27 17:28:33,AD9DB8,,,,,,463.0,177.4,1408.0,GS,1574875713
2019-11-27 17:28:36,AD9DB8,,,,,,462.0,177.27,1536.0,GS,1574875716
2019-11-27 17:28:37,AD9DB8,,42.094440000000006,-87.94677,24625.0,,,,,,1574875717
2019-11-27 17:28:49,AD9DB8,,42.06902,-87.94505,24900.0,,,,,,1574875729
2019-11-27 17:29:12,AD9DB8,,42.0201,-87.94169000000001,24950.0,,,,,,1574875752
2019-11-27 17:29:14,AD9DB8,,,,,,,,,,1574875754
2019-11-27 17:29:18,AD9DB8,DAL414,42.0079,-87.94089,24975.0,,,,,,1574875758
2019-11-27 17:29:27,AD9DB8,DAL414,,,,,438.0,177.65,64.0,GS,1574875767
2019-11-27 17:29:33,AD9DB8,DAL414,,,,,436.0,178.03,64.0,GS,1574875773
2019-11-27 17:29:35,AD9DB8,DAL414,41.97206,-87.93885,24975.0,,,,,,1574875775
2019-11-27 17:29:37,AD9DB8,DAL414,41.96801,-87.93871999999999,24975.0,,,,,,1574875777
2019-11-27 17:29:38,AD9DB8,DAL414,41.966,-87.93859,24975.0,,,,,,1574875778
2019-11-27 17:29:39,AD9DB8,DAL414,,,,,435.0,178.29,64.0,GS,1574875779
2019-11-27 17:29:41,AD9DB8,DAL414,41.96177,-87.93847,24975.0,,,,,,1574875781
2019-11-27 17:29:42,AD9DB8,DAL414,41.95967,-87.93838000000001,25000.0,,,,,,1574875782
2019-11-27 17:29:43,AD9DB8,DAL414,41.95583,-87.93825,25000.0,,,,,,1574875783
2019-11-27 17:29:44,AD9DB8,DAL414,,,,,434.0,178.55,64.0,GS,1574875784
2019-11-27 17:29:47,AD9DB8,DAL414,,,,,435.0,178.42,64.0,GS,1574875787
2019-11-27 17:29:48,AD9DB8,DAL414,41.94608,-87.93789,25000.0,,,,,,1574875788
2019-11-27 17:29:49,AD9DB8,DAL414,,,,,435.0,178.55,0.0,GS,1574875789
2019-11-27 17:29:50,AD9DB8,DAL414,,,,,435.0,178.55,0.0,GS,1574875790
